Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     71.12     0.00      196     0.00     0.00  std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&)
  0.00     71.12     0.00      140     0.00     0.00  MassRangeMap::add_shifted_ranges(float)
  0.00     71.12     0.00      134     0.00     0.00  std::vector<unsigned long, std::allocator<unsigned long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&)
  0.00     71.12     0.00      130     0.00     0.00  void std::__move_median_to_first<__gnu_cxx::__normal_iterator<FileOrder*, std::vector<FileOrder, std::allocator<FileOrder> > > >(__gnu_cxx::__normal_iterator<FileOrder*, std::vector<FileOrder, std::allocator<FileOrder> > >, __gnu_cxx::__normal_iterator<FileOrder*, std::vector<FileOrder, std::allocator<FileOrder> > >, __gnu_cxx::__normal_iterator<FileOrder*, std::vector<FileOrder, std::allocator<FileOrder> > >, __gnu_cxx::__normal_iterator<FileOrder*, std::vector<FileOrder, std::allocator<FileOrder> > >)
  0.00     71.12     0.00      126     0.00     0.00  FragmentCombo* std::__uninitialized_copy<false>::__uninit_copy<FragmentCombo*, FragmentCombo*>(FragmentCombo*, FragmentCombo*, FragmentCombo*)
  0.00     71.12     0.00       99     0.00     0.00  std::vector<DatFile, std::allocator<DatFile> >::_M_fill_insert(__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, unsigned long, DatFile const&)
  0.00     71.12     0.00       97     0.00     0.00  PTM_list::add_PTM(PTM const&)
  0.00     71.12     0.00       97     0.00     0.00  Config::get_aa_from_label(std::string const&) const
  0.00     71.12     0.00       96     0.00     0.00  BufferedOutputFile::open(std::string const&, unsigned long, bool)
  0.00     71.12     0.00       96     0.00     0.00  BufferedOutputFile::close()
  0.00     71.12     0.00       91     0.00     0.00  ConversionTables::add_optional_PTM_aa(int, std::string const&, float, int)
  0.00     71.12     0.00       90     0.00     0.00  std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::_M_insert_aux(__gnu_cxx::__normal_iterator<SpectrumLocationPair*, std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > >, SpectrumLocationPair const&)
  0.00     71.12     0.00       87     0.00     0.00  std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::_M_fill_insert(__gnu_cxx::__normal_iterator<SpectrumLocationPair*, std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > >, unsigned long, SpectrumLocationPair const&)
  0.00     71.12     0.00       68     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&)
  0.00     71.12     0.00       64     0.00     0.00  computeBinomailCDFs(int, float, std::vector<float, std::allocator<float> >&)
  0.00     71.12     0.00       63     0.00     0.00  FragmentCombo::read_combo(Config*, std::istream&)
  0.00     71.12     0.00       63     0.00     0.00  FragmentCombo::FragmentCombo(FragmentCombo const&)
  0.00     71.12     0.00       63     0.00     0.00  std::vector<FragmentCombo, std::allocator<FragmentCombo> >::_M_insert_aux(__gnu_cxx::__normal_iterator<FragmentCombo*, std::vector<FragmentCombo, std::allocator<FragmentCombo> > >, FragmentCombo const&)
  0.00     71.12     0.00       62     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool)
  0.00     71.12     0.00       61     0.00     0.00  OutputFilesForMzSlice::init(MsParameterStruct const*, std::string const&)
  0.00     71.12     0.00       61     0.00     0.00  OutputFilesForMzSlice::close()
  0.00     71.12     0.00       60     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > > >(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >)
  0.00     71.12     0.00       49     0.00     0.00  DatFileWriter::init(float)
  0.00     71.12     0.00       48     0.00     0.00  DatFileWriter::writeDatFileToOtherDats(std::string const&, std::string const&, std::string const&, float, unsigned long&)
  0.00     71.12     0.00       48     0.00     0.00  DatFileWriter::~DatFileWriter()
  0.00     71.12     0.00       48     0.00     0.00  OutputFilesForMzSlice::open()
  0.00     71.12     0.00       46     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00     71.12     0.00       46     0.00     0.00  void std::swap<AA_combo>(AA_combo&, AA_combo&)
  0.00     71.12     0.00       42     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.00     71.12     0.00       34     0.00     0.00  std::vector<float, std::allocator<float> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*)
  0.00     71.12     0.00       30     0.00     0.01  DatFileManager::readSpectraToStorage(SingleSpectrumHeader*, Peak*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&, unsigned long&, unsigned long&)
  0.00     71.12     0.00       30     0.00     0.00  DatFileManager::getNewDatSpectraStats(unsigned long, unsigned long, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&)
  0.00     71.12     0.00       30     0.00     0.00  ClusterOutputter::closeAllWithMassBelow(float)
  0.00     71.12     0.00       30     0.00     0.30  MsClusterDataStorage::writeClustersToOutput(unsigned long)
  0.00     71.12     0.00       30     0.00     0.00  SingleSpectrumHeader::~SingleSpectrumHeader()
  0.00     71.12     0.00       30     0.00     0.00  DatFileManager::getRequirementsForNextBatch(unsigned int&, long long&) const
  0.00     71.12     0.00       30     0.00     0.00  DatFileManager::setDatStatsRelativePositions(std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&) const
  0.00     71.12     0.00       30     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)>(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)) [clone .constprop.159]
  0.00     71.12     0.00       29     0.00     0.00  void shuntInVector<SingleSpectrumHeader>(std::vector<SingleSpectrumHeader, std::allocator<SingleSpectrumHeader> >&, unsigned long, unsigned long, bool)
  0.00     71.12     0.00       29     0.00     0.00  void shuntInVector<Cluster>(std::vector<Cluster, std::allocator<Cluster> >&, unsigned long, unsigned long, bool)
  0.00     71.12     0.00       28     0.00     0.00  std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00     71.12     0.00       27     0.00     0.00  read_mass_type_line(char const*, char*, float&)
  0.00     71.12     0.00       22     0.00     0.00  FragmentType::read_fragment(std::istream&)
  0.00     71.12     0.00       21     0.00     0.00  RegionalFragments::set_fragment_relationships(Config*)
  0.00     71.12     0.00       21     0.00     0.00  RegionalFragments::RegionalFragments(RegionalFragments const&)
  0.00     71.12     0.00       21     0.00     0.00  FragmentCombo* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<FragmentCombo const*, std::vector<FragmentCombo, std::allocator<FragmentCombo> > >, FragmentCombo*>(__gnu_cxx::__normal_iterator<FragmentCombo const*, std::vector<FragmentCombo, std::allocator<FragmentCombo> > >, __gnu_cxx::__normal_iterator<FragmentCombo const*, std::vector<FragmentCombo, std::allocator<FragmentCombo> > >, FragmentCombo*)
  0.00     71.12     0.00       17     0.00     0.00  std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, unsigned long, std::vector<float, std::allocator<float> > const&)
  0.00     71.12     0.00       17     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, unsigned long, std::string const&)
  0.00     71.12     0.00       16     0.00     0.00  Config::parse_config_parameter(char*)
  0.00     71.12     0.00       16     0.00     0.00  std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::resize(unsigned long, std::vector<float, std::allocator<float> >)
  0.00     71.12     0.00       15     0.00     0.00  read_score_type_line(char const*, char*, float&)
  0.00     71.12     0.00       15     0.00     0.00  std::vector<RegionalFragments, std::allocator<RegionalFragments> >::~vector()
  0.00     71.12     0.00       15     0.00     0.00  std::vector<AA_combo, std::allocator<AA_combo> >::_M_insert_aux(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, AA_combo const&)
  0.00     71.12     0.00       15     0.00     0.00  std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::resize(unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> >)
  0.00     71.12     0.00       14     0.00     0.00  RegionalFragments* std::__uninitialized_copy<false>::__uninit_copy<RegionalFragments*, RegionalFragments*>(RegionalFragments*, RegionalFragments*, RegionalFragments*)
  0.00     71.12     0.00       14     0.00     0.00  std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::~vector()
  0.00     71.12     0.00       14     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&)
  0.00     71.12     0.00       13     0.00     0.00  RankBoostModel::read_rankboost_model(std::istream&)
  0.00     71.12     0.00       13     0.00     0.00  std::vector<PTM, std::allocator<PTM> >::_M_insert_aux(__gnu_cxx::__normal_iterator<PTM*, std::vector<PTM, std::allocator<PTM> > >, PTM const&)
  0.00     71.12     0.00       13     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     71.12     0.00       13     0.00     0.00  void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long)
  0.00     71.12     0.00       12     0.00     0.00  MlScoreModel::readAndAllocateModel(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00     71.12     0.00       12     0.00     0.00  MlScoreModel::createDerivedModelObject(unsigned long)
  0.00     71.12     0.00       12     0.00     0.00  MlLogisticModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00     71.12     0.00       12     0.00     0.00  MlModel::readFeatureSet(std::string const&)
  0.00     71.12     0.00       12     0.00     0.00  MlModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&, char const*)
  0.00     71.12     0.00       12     0.00     0.00  FragmentType* std::__uninitialized_copy<false>::__uninit_copy<FragmentType*, FragmentType*>(FragmentType*, FragmentType*, FragmentType*)
  0.00     71.12     0.00       12     0.00     0.00  std::vector<DatBatch, std::allocator<DatBatch> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DatBatch*, std::vector<DatBatch, std::allocator<DatBatch> > >, DatBatch const&)
  0.00     71.12     0.00       12     0.00     0.00  std::vector<MlModel*, std::allocator<MlModel*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<MlModel**, std::vector<MlModel*, std::allocator<MlModel*> > >, unsigned long, MlModel* const&)
  0.00     71.12     0.00       11     0.00     0.00  Config::init_regional_fragment_set_defaults(int, int) [clone .constprop.375]
  0.00     71.12     0.00       10     0.00     0.00  SpectraFile::~SpectraFile()
  0.00     71.12     0.00       10     0.00     0.00  MyVectorAllocator<unsigned int>::allocateMoreArrays(unsigned long)
  0.00     71.12     0.00       10     0.00     0.00  std::vector<IndexIntensityPair, std::allocator<IndexIntensityPair> >::_M_insert_aux(__gnu_cxx::__normal_iterator<IndexIntensityPair*, std::vector<IndexIntensityPair, std::allocator<IndexIntensityPair> > >, IndexIntensityPair const&)
  0.00     71.12     0.00        9     0.00     0.00  PeptideCompAssigner::read_table_to_vector(char*, int, std::vector<int, std::allocator<int> >&)
  0.00     71.12     0.00        9     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long> >, std::pair<std::string const, unsigned long> const&)
  0.00     71.12     0.00        8     0.00     0.00  std::vector<RegionalFragments, std::allocator<RegionalFragments> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*>(std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*)
